participant_id,name,email,domain,skills,experience_level,availability,leadership_preference,is_available,wants_to_lead
P_161,Participant_161,participant161@hackathon.com,ai_ml,"['Problem Solving', 'Node.js', 'AI/ML', 'NLP', 'Scikit-learn', 'Presentation', 'Deep Learning']",advanced,Medium,Follow,True,True
P_162,Participant_162,participant162@hackathon.com,frontend,"['Leadership', 'Sensors', 'Problem Solving', 'JavaScript', 'Vue.js']",intermediate,Medium,Follow,True,True
P_163,Participant_163,participant163@hackathon.com,business,"['Arduino', 'Product Management', 'Presentation', 'Teamwork', 'Market Research', 'Robotics', 'Strategy']",beginner,Low,Collaborate,True,False
P_164,Participant_164,participant164@hackathon.com,cloud_devops,"['AWS', 'DevOps', 'Azure', 'CSS', 'Teamwork', 'HTML']",beginner,Medium,Lead,False,True
P_165,Participant_165,participant165@hackathon.com,ai_ml,"['Leadership', 'NLP', 'React Native', 'Communication', 'Deep Learning']",advanced,High,Follow,True,True
P_166,Participant_166,participant166@hackathon.com,business,"['Problem Solving', 'Product Management', 'React Native', 'AgriTech', 'Teamwork', 'Market Research']",beginner,Low,Collaborate,False,True
P_167,Participant_167,participant167@hackathon.com,cloud_devops,"['AWS', 'iOS Development', 'React Native', 'Azure', 'Docker', 'Communication', 'Kubernetes']",beginner,High,Collaborate,False,False
P_168,Participant_168,participant168@hackathon.com,mobile,"['iOS Development', 'Flutter', 'Teamwork', 'TensorFlow', 'PyTorch']",advanced,Low,Collaborate,True,True
P_169,Participant_169,participant169@hackathon.com,data_science,"['Machine Learning', 'Scikit-learn', 'Teamwork', 'Data Analysis', 'Deep Learning', 'PyTorch']",beginner,Medium,Collaborate,True,False
P_170,Participant_170,participant170@hackathon.com,cloud_devops,"['Leadership', 'DevOps', 'Google Cloud', 'Machine Learning', 'Communication']",beginner,High,Lead,True,False
P_171,Participant_171,participant171@hackathon.com,data_science,"['Leadership', 'Computer Vision', 'Machine Learning', 'Data Analysis', 'Deep Learning', 'TensorFlow', 'PyTorch']",advanced,High,Collaborate,True,True
P_172,Participant_172,participant172@hackathon.com,design,"['Photoshop', 'Design Systems', 'Problem Solving', 'CSS']",advanced,Low,Collaborate,True,True
P_173,Participant_173,participant173@hackathon.com,mobile,"['Sensors', 'Problem Solving', 'Flutter', 'React Native', 'Presentation']",intermediate,Low,Follow,False,False
P_174,Participant_174,participant174@hackathon.com,data_science,"['SQL', 'Problem Solving', 'Machine Learning', 'JavaScript', 'Data Analysis', 'React', 'PyTorch']",beginner,Low,Collaborate,True,True
P_175,Participant_175,participant175@hackathon.com,business,"['SQL', 'AgriTech', 'Presentation', 'FinTech', 'PyTorch', 'Strategy']",advanced,Low,Collaborate,True,False
P_176,Participant_176,participant176@hackathon.com,frontend,"['Flutter', 'HTML', 'React Native', 'Communication', 'Angular', 'JavaScript', 'Vue.js']",beginner,Low,Follow,True,False
P_177,Participant_177,participant177@hackathon.com,mobile,"['Leadership', 'Problem Solving', 'Express.js', 'iOS Development', 'Flutter', 'Android Development']",beginner,Medium,Collaborate,True,False
P_178,Participant_178,participant178@hackathon.com,data_science,"['Leadership', 'SQL', 'NLP', 'Machine Learning', 'Teamwork', 'Data Analysis', 'TensorFlow']",advanced,High,Follow,True,True
P_179,Participant_179,participant179@hackathon.com,robotics,"['Leadership', 'Arduino', 'Embedded Systems', 'CSS', 'Teamwork', 'React']",intermediate,Medium,Lead,True,True
P_180,Participant_180,participant180@hackathon.com,mobile,"['iOS Development', 'Flutter', 'NLP', 'Teamwork', 'Android Development']",beginner,High,Collaborate,True,True
P_181,Participant_181,participant181@hackathon.com,robotics,"['Sensors', 'Problem Solving', 'IoT', 'Product Management', 'Embedded Systems', 'Presentation', 'Robotics', 'Strategy']",beginner,Low,Follow,True,True
P_182,Participant_182,participant182@hackathon.com,mobile,"['Problem Solving', 'iOS Development', 'React Native', 'Market Research', 'Strategy']",advanced,High,Follow,False,False
P_183,Participant_183,participant183@hackathon.com,mobile,"['Flutter', 'Communication', 'Android Development', 'AgriTech']",intermediate,High,Collaborate,True,False
P_184,Participant_184,participant184@hackathon.com,ai_ml,"['Leadership', 'NLP', 'AI/ML', 'Figma', 'Scikit-learn', 'Communication']",intermediate,Low,Lead,True,False
P_185,Participant_185,participant185@hackathon.com,data_science,"['Leadership', 'SQL', 'AI/ML', 'Teamwork', 'Data Analysis', 'PyTorch']",beginner,Medium,Collaborate,False,False
P_186,Participant_186,participant186@hackathon.com,mobile,"['Prototyping', 'Problem Solving', 'iOS Development', 'Figma', 'Communication', 'Android Development']",intermediate,High,Follow,True,False
P_187,Participant_187,participant187@hackathon.com,ai_ml,"['Computer Vision', 'NLP', 'Presentation', 'Teamwork', 'HTML']",intermediate,Medium,Collaborate,True,True
P_188,Participant_188,participant188@hackathon.com,data_science,"['SQL', 'Arduino', 'Problem Solving', 'Machine Learning', 'Teamwork', 'Data Analysis', 'TensorFlow']",intermediate,Medium,Lead,True,False
P_189,Participant_189,participant189@hackathon.com,cloud_devops,"['Python', 'Problem Solving', 'Django', 'Google Cloud', 'Docker', 'Kubernetes']",intermediate,High,Lead,True,False
P_190,Participant_190,participant190@hackathon.com,frontend,"['Problem Solving', 'Flutter', 'HTML', 'Angular', 'Presentation', 'React', 'Vue.js']",intermediate,Medium,Collaborate,False,True
P_191,Participant_191,participant191@hackathon.com,ai_ml,"['Computer Vision', 'AI/ML', 'Communication', 'Scikit-learn', 'Vue.js']",advanced,Medium,Lead,True,False
P_192,Participant_192,participant192@hackathon.com,robotics,"['AWS', 'Sensors', 'Arduino', 'Google Cloud', 'Communication', 'Presentation']",intermediate,Low,Collaborate,True,False
P_193,Participant_193,participant193@hackathon.com,cloud_devops,"['Node.js', 'Google Cloud', 'Azure', 'Teamwork', 'Java']",beginner,Medium,Collaborate,True,False
P_194,Participant_194,participant194@hackathon.com,ai_ml,"['NLP', 'IoT', 'AI/ML', 'Presentation', 'Deep Learning']",beginner,High,Lead,True,False
P_195,Participant_195,participant195@hackathon.com,frontend,"['Prototyping', 'Figma', 'Communication', 'CSS', 'Angular', 'Vue.js']",intermediate,Low,Follow,True,True
P_196,Participant_196,participant196@hackathon.com,data_science,"['Leadership', 'SQL', 'Node.js', 'Data Analysis', 'PyTorch']",beginner,Low,Collaborate,True,True
P_197,Participant_197,participant197@hackathon.com,design,"['UI/UX', 'Figma', 'Communication', 'Data Analysis', 'PyTorch']",intermediate,Medium,Collaborate,True,False
P_198,Participant_198,participant198@hackathon.com,cloud_devops,"['AWS', 'Leadership', 'UI/UX', 'Google Cloud', 'Photoshop', 'Azure']",beginner,High,Collaborate,True,False
P_199,Participant_199,participant199@hackathon.com,ai_ml,"['Problem Solving', 'Django', 'NLP', 'AI/ML', 'Teamwork']",advanced,High,Lead,False,True
P_200,Participant_200,participant200@hackathon.com,mobile,"['iOS Development', 'Flutter', 'React Native', 'AgriTech', 'Communication', 'Teamwork', 'Android Development', 'FinTech']",intermediate,Low,Collaborate,True,False
P_201,Participant_201,participant201@hackathon.com,cloud_devops,"['Leadership', 'DevOps', 'Azure', 'React Native', 'Kubernetes', 'Teamwork']",beginner,Medium,Lead,False,True
P_202,Participant_202,participant202@hackathon.com,cloud_devops,"['AWS', 'Photoshop', 'DevOps', 'Communication']",intermediate,Low,Follow,True,False
P_203,Participant_203,participant203@hackathon.com,data_science,"['Leadership', 'Flask', 'Express.js', 'Machine Learning', 'Teamwork', 'TensorFlow', 'PyTorch']",advanced,Low,Lead,True,False
P_204,Participant_204,participant204@hackathon.com,frontend,"['iOS Development', 'React Native', 'Communication', 'JavaScript', 'Vue.js']",intermediate,Low,Lead,False,True
P_205,Participant_205,participant205@hackathon.com,frontend,"['React Native', 'CSS', 'Angular', 'Teamwork', 'React', 'Android Development', 'Vue.js']",advanced,Medium,Lead,False,True
P_206,Participant_206,participant206@hackathon.com,data_science,"['AWS', 'Leadership', 'Teamwork', 'TensorFlow', 'PyTorch']",beginner,Low,Collaborate,True,True
P_207,Participant_207,participant207@hackathon.com,robotics,"['Arduino', 'iOS Development', 'Presentation', 'Teamwork', 'Robotics', 'Android Development']",intermediate,Low,Lead,True,True
P_208,Participant_208,participant208@hackathon.com,business,"['Product Management', 'AgriTech', 'Communication', 'Market Research', 'Robotics', 'FinTech']",beginner,High,Lead,True,False
P_209,Participant_209,participant209@hackathon.com,data_science,"['Leadership', 'SQL', 'Communication', 'Kubernetes', 'TensorFlow', 'PyTorch']",beginner,High,Follow,True,False
P_210,Participant_210,participant210@hackathon.com,ai_ml,"['Computer Vision', 'Problem Solving', 'Scikit-learn', 'Teamwork', 'Vue.js']",advanced,Medium,Lead,True,False
P_211,Participant_211,participant211@hackathon.com,backend,"['Problem Solving', 'Node.js', 'Express.js', 'Django', 'Docker', 'Java']",beginner,Low,Follow,True,False
P_212,Participant_212,participant212@hackathon.com,frontend,"['Photoshop', 'Communication', 'CSS', 'JavaScript', 'Design Systems']",beginner,High,Collaborate,False,False
P_213,Participant_213,participant213@hackathon.com,robotics,"['Leadership', 'Flask', 'Arduino', 'Presentation', 'Robotics']",beginner,High,Lead,True,True
P_214,Participant_214,participant214@hackathon.com,ai_ml,"['Computer Vision', 'NLP', 'AI/ML', 'React Native', 'Communication', 'Presentation']",intermediate,High,Collaborate,True,True
P_215,Participant_215,participant215@hackathon.com,data_science,"['Leadership', 'SQL', 'Product Management', 'Teamwork', 'Data Analysis', 'TensorFlow', 'Strategy']",beginner,Low,Lead,False,True
P_216,Participant_216,participant216@hackathon.com,robotics,"['Arduino', 'Sensors', 'SQL', 'Node.js', 'IoT', 'Communication', 'Robotics']",intermediate,Low,Collaborate,True,True
P_217,Participant_217,participant217@hackathon.com,business,"['Arduino', 'Problem Solving', 'Embedded Systems', 'Market Research', 'FinTech']",advanced,Medium,Lead,True,False
P_218,Participant_218,participant218@hackathon.com,frontend,"['Problem Solving', 'Azure', 'Angular', 'Presentation', 'React', 'Vue.js']",beginner,Low,Lead,False,True
P_219,Participant_219,participant219@hackathon.com,frontend,"['Problem Solving', 'Vue.js', 'CSS', 'Presentation', 'React', 'TensorFlow', 'HTML']",advanced,Medium,Collaborate,True,False
P_220,Participant_220,participant220@hackathon.com,design,"['Prototyping', 'Problem Solving', 'Figma', 'Presentation', 'Data Analysis']",intermediate,Medium,Collaborate,True,True
P_221,Participant_221,participant221@hackathon.com,robotics,"['Leadership', 'Arduino', 'IoT', 'AI/ML', 'Scikit-learn', 'Embedded Systems', 'Communication']",beginner,Medium,Lead,False,True
P_222,Participant_222,participant222@hackathon.com,ai_ml,"['AI/ML', 'Communication', 'Scikit-learn', 'Presentation', 'Design Systems']",beginner,Low,Collaborate,True,False
P_223,Participant_223,participant223@hackathon.com,robotics,"['Sensors', 'Arduino', 'IoT', 'Docker', 'Embedded Systems', 'Communication', 'Presentation']",beginner,Low,Follow,True,False
P_224,Participant_224,participant224@hackathon.com,mobile,"['Leadership', 'iOS Development', 'Communication', 'Android Development', 'PyTorch']",beginner,Low,Follow,False,True
P_225,Participant_225,participant225@hackathon.com,cloud_devops,"['AWS', 'Google Cloud', 'Docker', 'Kubernetes', 'Presentation', 'Teamwork', 'Data Analysis', 'TensorFlow']",advanced,Medium,Collaborate,True,True
P_226,Participant_226,participant226@hackathon.com,backend,"['Presentation', 'Flask', 'React Native', 'Express.js']",intermediate,High,Lead,True,False
P_227,Participant_227,participant227@hackathon.com,design,"['Prototyping', 'UI/UX', 'Problem Solving', 'Flutter', 'Photoshop', 'Presentation', 'Design Systems']",advanced,Medium,Collaborate,True,True
P_228,Participant_228,participant228@hackathon.com,cloud_devops,"['Sensors', 'IoT', 'Azure', 'Docker', 'Kubernetes', 'Presentation']",beginner,High,Collaborate,True,False
P_229,Participant_229,participant229@hackathon.com,business,"['Product Management', 'AgriTech', 'Communication', 'FinTech', 'React', 'HTML', 'Strategy']",intermediate,Medium,Collaborate,False,False
P_230,Participant_230,participant230@hackathon.com,design,"['Prototyping', 'Leadership', 'Computer Vision', 'Photoshop', 'Scikit-learn', 'Design Systems']",intermediate,High,Lead,True,False
P_231,Participant_231,participant231@hackathon.com,backend,"['Python', 'SQL', 'Problem Solving', 'Node.js', 'React', 'Java', 'Vue.js']",advanced,High,Collaborate,True,True
P_232,Participant_232,participant232@hackathon.com,backend,"['Leadership', 'Python', 'Express.js', 'Django', 'iOS Development', 'Java', 'Android Development']",advanced,Medium,Follow,True,False
P_233,Participant_233,participant233@hackathon.com,data_science,"['SQL', 'Problem Solving', 'PyTorch', 'Machine Learning', 'Communication', 'Data Analysis', 'Vue.js']",advanced,Medium,Collaborate,True,False
P_234,Participant_234,participant234@hackathon.com,ai_ml,"['Computer Vision', 'Flask', 'Django', 'NLP', 'AI/ML', 'Communication', 'Teamwork', 'Deep Learning']",intermediate,Low,Follow,True,True
P_235,Participant_235,participant235@hackathon.com,design,"['UI/UX', 'Problem Solving', 'Machine Learning', 'Figma', 'Design Systems']",advanced,Medium,Collaborate,True,True
P_236,Participant_236,participant236@hackathon.com,backend,"['Leadership', 'Flask', 'Sensors', 'Node.js', 'Django', 'Teamwork', 'Java']",intermediate,High,Lead,False,True
P_237,Participant_237,participant237@hackathon.com,mobile,"['Prototyping', 'Leadership', 'iOS Development', 'Flutter', 'React Native', 'Android Development']",beginner,Medium,Collaborate,False,False
P_238,Participant_238,participant238@hackathon.com,mobile,"['Leadership', 'Express.js', 'iOS Development', 'Presentation', 'Android Development']",beginner,Low,Collaborate,True,False
P_239,Participant_239,participant239@hackathon.com,mobile,"['Flutter', 'Android Development', 'Problem Solving', 'Product Management']",advanced,Low,Lead,False,False
P_240,Participant_240,participant240@hackathon.com,robotics,"['Arduino', 'UI/UX', 'IoT', 'Figma', 'Embedded Systems', 'Teamwork']",advanced,High,Follow,True,False
P_241,Participant_241,participant241@hackathon.com,data_science,"['AI/ML', 'Machine Learning', 'NLP', 'Teamwork', 'Data Analysis', 'TensorFlow']",intermediate,High,Collaborate,True,True
P_242,Participant_242,participant242@hackathon.com,frontend,"['Leadership', 'NLP', 'Communication', 'CSS', 'Angular', 'JavaScript', 'HTML']",beginner,Medium,Follow,False,False
P_243,Participant_243,participant243@hackathon.com,cloud_devops,"['AWS', 'Leadership', 'iOS Development', 'Google Cloud', 'Azure', 'Docker', 'Presentation']",advanced,Low,Lead,False,True
P_244,Participant_244,participant244@hackathon.com,frontend,"['Docker', 'CSS', 'Angular', 'Kubernetes', 'Teamwork', 'JavaScript', 'HTML']",intermediate,High,Follow,False,False
P_245,Participant_245,participant245@hackathon.com,ai_ml,"['Leadership', 'Computer Vision', 'NLP', 'AI/ML', 'Scikit-learn', 'React', 'Vue.js']",intermediate,High,Follow,True,False
P_246,Participant_246,participant246@hackathon.com,backend,"['Leadership', 'Flask', 'Arduino', 'Problem Solving', 'Django', 'IoT', 'Java']",advanced,Low,Collaborate,True,False
P_247,Participant_247,participant247@hackathon.com,cloud_devops,"['AWS', 'Computer Vision', 'DevOps', 'Google Cloud', 'AI/ML', 'Docker', 'Presentation']",intermediate,Low,Follow,True,False
P_248,Participant_248,participant248@hackathon.com,backend,"['Flask', 'Problem Solving', 'Express.js', 'Node.js', 'Django', 'Angular', 'JavaScript']",advanced,Medium,Lead,True,False
P_249,Participant_249,participant249@hackathon.com,cloud_devops,"['AWS', 'Google Cloud', 'IoT', 'Kubernetes', 'Presentation', 'Teamwork', 'Robotics']",advanced,High,Collaborate,True,False
P_250,Participant_250,participant250@hackathon.com,mobile,"['Flutter', 'Azure', 'React Native', 'Presentation', 'Android Development']",beginner,Medium,Lead,False,False
P_251,Participant_251,participant251@hackathon.com,design,"['Leadership', 'UI/UX', 'Photoshop', 'Angular', 'Teamwork']",beginner,High,Lead,True,True
P_252,Participant_252,participant252@hackathon.com,robotics,"['Arduino', 'Sensors', 'Problem Solving', 'Docker', 'Embedded Systems', 'Robotics']",intermediate,Medium,Follow,True,False
P_253,Participant_253,participant253@hackathon.com,ai_ml,"['Leadership', 'Computer Vision', 'Django', 'AI/ML', 'Deep Learning']",advanced,Low,Follow,True,True
P_254,Participant_254,participant254@hackathon.com,frontend,"['Leadership', 'Node.js', 'Express.js', 'Angular', 'React', 'Vue.js']",beginner,Medium,Lead,True,True
P_255,Participant_255,participant255@hackathon.com,mobile,"['Leadership', 'UI/UX', 'iOS Development', 'Flutter', 'Android Development']",beginner,High,Follow,True,False
P_256,Participant_256,participant256@hackathon.com,cloud_devops,"['Leadership', 'DevOps', 'Django', 'Docker', 'Kubernetes', 'Java']",advanced,High,Collaborate,False,True
P_257,Participant_257,participant257@hackathon.com,cloud_devops,"['Flask', 'Django', 'Google Cloud', 'Docker', 'Kubernetes', 'Presentation']",advanced,Low,Lead,True,True
P_258,Participant_258,participant258@hackathon.com,frontend,"['React Native', 'CSS', 'Angular', 'Presentation', 'Teamwork', 'JavaScript', 'HTML']",beginner,Low,Lead,True,True
P_259,Participant_259,participant259@hackathon.com,cloud_devops,"['Arduino', 'Azure', 'Embedded Systems', 'Kubernetes', 'Presentation']",beginner,Medium,Collaborate,True,False
P_260,Participant_260,participant260@hackathon.com,data_science,"['Computer Vision', 'SQL', 'NLP', 'Machine Learning', 'Presentation', 'Data Analysis', 'TensorFlow']",advanced,Low,Collaborate,True,False
P_261,Participant_261,participant261@hackathon.com,frontend,"['Leadership', 'HTML', 'Embedded Systems', 'JavaScript', 'React', 'Vue.js']",beginner,High,Collaborate,True,True
P_262,Participant_262,participant262@hackathon.com,robotics,"['Photoshop', 'IoT', 'Embedded Systems', 'Communication', 'Teamwork', 'Robotics']",intermediate,High,Lead,True,False
P_263,Participant_263,participant263@hackathon.com,mobile,"['Problem Solving', 'iOS Development', 'Flutter', 'Photoshop', 'React Native', 'Communication', 'Android Development']",beginner,Low,Follow,True,True
P_264,Participant_264,participant264@hackathon.com,frontend,"['Leadership', 'Problem Solving', 'Figma', 'React', 'HTML']",intermediate,High,Follow,False,True
P_265,Participant_265,participant265@hackathon.com,data_science,"['Leadership', 'IoT', 'Machine Learning', 'Embedded Systems', 'Communication', 'Data Analysis', 'TensorFlow', 'PyTorch']",intermediate,Medium,Collaborate,False,False
P_266,Participant_266,participant266@hackathon.com,cloud_devops,"['DevOps', 'Google Cloud', 'Docker', 'Communication', 'Embedded Systems']",intermediate,Medium,Lead,True,True
P_267,Participant_267,participant267@hackathon.com,robotics,"['Leadership', 'Sensors', 'Arduino', 'IoT', 'Angular', 'Robotics', 'React']",advanced,Medium,Lead,False,False
P_268,Participant_268,participant268@hackathon.com,cloud_devops,"['Leadership', 'Docker', 'AgriTech', 'Kubernetes', 'Presentation']",advanced,Low,Lead,True,False
P_269,Participant_269,participant269@hackathon.com,ai_ml,"['Leadership', 'Computer Vision', 'NLP', 'Machine Learning', 'AI/ML', 'Deep Learning']",advanced,Medium,Collaborate,False,True
P_270,Participant_270,participant270@hackathon.com,business,"['Azure', 'Communication', 'AgriTech', 'Kubernetes', 'Teamwork', 'Market Research']",beginner,Medium,Lead,True,False
P_271,Participant_271,participant271@hackathon.com,design,"['Prototyping', 'Leadership', 'Photoshop', 'Figma', 'Angular', 'JavaScript', 'Design Systems']",beginner,Low,Lead,True,False
P_272,Participant_272,participant272@hackathon.com,business,"['Problem Solving', 'Product Management', 'Scikit-learn', 'Teamwork', 'Market Research', 'FinTech']",intermediate,High,Follow,True,True
P_273,Participant_273,participant273@hackathon.com,data_science,"['Prototyping', 'SQL', 'Problem Solving', 'Machine Learning', 'TensorFlow', 'PyTorch']",beginner,Low,Collaborate,True,True
P_274,Participant_274,participant274@hackathon.com,backend,"['SQL', 'Express.js', 'Node.js', 'Django', 'Flutter', 'Presentation']",beginner,High,Lead,True,True
P_275,Participant_275,participant275@hackathon.com,robotics,"['Leadership', 'IoT', 'Embedded Systems', 'Communication', 'Angular', 'Robotics']",intermediate,Medium,Lead,True,False
P_276,Participant_276,participant276@hackathon.com,frontend,"['Leadership', 'SQL', 'Angular', 'JavaScript', 'HTML']",advanced,Medium,Follow,True,False
P_277,Participant_277,participant277@hackathon.com,design,"['AWS', 'Prototyping', 'Problem Solving', 'UI/UX', 'Teamwork', 'Design Systems']",intermediate,High,Follow,True,True
P_278,Participant_278,participant278@hackathon.com,frontend,"['Leadership', 'Problem Solving', 'NLP', 'Vue.js', 'AI/ML', 'CSS', 'React', 'HTML']",intermediate,High,Lead,True,True
P_279,Participant_279,participant279@hackathon.com,cloud_devops,"['AWS', 'Leadership', 'DevOps', 'iOS Development', 'Flutter', 'Azure', 'Presentation']",beginner,Low,Lead,True,True
P_280,Participant_280,participant280@hackathon.com,business,"['Presentation', 'Product Management', 'AgriTech', 'Machine Learning']",advanced,Medium,Follow,True,False
P_281,Participant_281,participant281@hackathon.com,mobile,"['Leadership', 'DevOps', 'iOS Development', 'Flutter', 'Presentation', 'Android Development']",intermediate,Low,Follow,True,True
P_282,Participant_282,participant282@hackathon.com,robotics,"['IoT', 'Embedded Systems', 'AgriTech', 'Presentation', 'Robotics', 'Strategy']",advanced,Medium,Lead,True,True
P_283,Participant_283,participant283@hackathon.com,ai_ml,"['Computer Vision', 'Scikit-learn', 'Angular', 'Teamwork', 'Deep Learning']",advanced,Medium,Follow,True,True
P_284,Participant_284,participant284@hackathon.com,mobile,"['iOS Development', 'Flutter', 'React Native', 'Scikit-learn', 'Communication', 'Presentation', 'Android Development']",intermediate,Medium,Lead,True,True
P_285,Participant_285,participant285@hackathon.com,design,"['UI/UX', 'Problem Solving', 'Photoshop', 'AI/ML', 'Figma', 'Deep Learning', 'Design Systems']",advanced,High,Lead,True,False
P_286,Participant_286,participant286@hackathon.com,data_science,"['TensorFlow', 'Teamwork', 'SQL', 'AWS']",intermediate,High,Lead,True,False
P_287,Participant_287,participant287@hackathon.com,cloud_devops,"['AWS', 'Computer Vision', 'Google Cloud', 'Teamwork', 'Deep Learning']",intermediate,Low,Lead,True,False
P_288,Participant_288,participant288@hackathon.com,business,"['Problem Solving', 'Product Management', 'Azure', 'AgriTech', 'Presentation', 'Market Research', 'Strategy']",intermediate,High,Collaborate,True,True
P_289,Participant_289,participant289@hackathon.com,data_science,"['SQL', 'Machine Learning', 'Product Management', 'Presentation', 'TensorFlow']",intermediate,Low,Follow,True,True
P_290,Participant_290,participant290@hackathon.com,design,"['Prototyping', 'Teamwork', 'Market Research', 'Figma']",advanced,Medium,Follow,True,False
P_291,Participant_291,participant291@hackathon.com,cloud_devops,"['AWS', 'Leadership', 'DevOps', 'Google Cloud', 'CSS']",intermediate,High,Follow,False,False
P_292,Participant_292,participant292@hackathon.com,frontend,"['Arduino', 'Communication', 'Embedded Systems', 'CSS', 'Vue.js']",beginner,Medium,Lead,True,True
P_293,Participant_293,participant293@hackathon.com,robotics,"['Leadership', 'Arduino', 'IoT', 'Figma', 'Presentation', 'Design Systems']",intermediate,Medium,Collaborate,True,True
P_294,Participant_294,participant294@hackathon.com,data_science,"['Python', 'SQL', 'Problem Solving', 'Data Analysis', 'TensorFlow', 'PyTorch']",intermediate,Medium,Follow,True,False
P_295,Participant_295,participant295@hackathon.com,backend,"['Prototyping', 'Leadership', 'Python', 'UI/UX', 'Django', 'Presentation']",intermediate,Medium,Collaborate,True,True
P_296,Participant_296,participant296@hackathon.com,robotics,"['Arduino', 'Sensors', 'iOS Development', 'IoT', 'Embedded Systems', 'Presentation', 'Teamwork']",intermediate,Low,Lead,True,True
P_297,Participant_297,participant297@hackathon.com,business,"['Strategy', 'AgriTech', 'Communication', 'Presentation', 'Market Research', 'Deep Learning', 'FinTech']",beginner,Low,Follow,True,False
P_298,Participant_298,participant298@hackathon.com,robotics,"['Leadership', 'Arduino', 'Sensors', 'UI/UX', 'Problem Solving', 'IoT', 'Robotics', 'Design Systems']",beginner,Medium,Lead,True,True
P_299,Participant_299,participant299@hackathon.com,business,"['Product Management', 'Machine Learning', 'AgriTech', 'Presentation', 'Teamwork', 'Market Research', 'PyTorch', 'Strategy']",intermediate,High,Collaborate,True,True
P_300,Participant_300,participant300@hackathon.com,robotics,"['Prototyping', 'Leadership', 'Arduino', 'Figma', 'Communication', 'Robotics']",intermediate,Low,Collaborate,False,False
